"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.482434731E1,-1.443527222E0,-2.036028862E0,-5.938507080E0,6.441665212E0
2.482680854E1,-1.455337167E0,-2.062047005E0,-5.948380470E0,6.461677363E0
2.482927215E1,-1.545441151E0,-2.071791172E0,-5.967431068E0,6.503148512E0
2.483173338E1,-1.658161521E0,-2.093754768E0,-5.940406799E0,6.513197494E0
2.483419700E1,-1.784009218E0,-2.081344366E0,-5.912724972E0,6.517284699E0
2.483665814E1,-1.898753643E0,-2.026367188E0,-5.838747978E0,6.465478121E0
2.483912183E1,-2.045067549E0,-2.006084919E0,-5.812238216E0,6.479875853E0
2.484158298E1,-2.192706108E0,-2.026106596E0,-5.726264477E0,6.457799383E0
2.484404668E1,-2.287656784E0,-1.979161143E0,-5.647638321E0,6.406736376E0
2.484650783E1,-2.392132998E0,-1.979236722E0,-5.583715439E0,6.388861900E0
2.484897146E1,-2.489690065E0,-1.950250149E0,-5.560945511E0,6.397354706E0
2.485143269E1,-2.546977758E0,-1.930384755E0,-5.527921677E0,6.385248552E0
2.485389630E1,-2.630213976E0,-1.868654609E0,-5.541744232E0,6.412552124E0
2.485635754E1,-2.672580481E0,-1.878652811E0,-5.517715454E0,6.412270007E0
2.485879126E1,-2.767893791E0,-1.785759568E0,-5.500042439E0,6.410978092E0
2.486122500E1,-2.863893747E0,-1.732809544E0,-5.505142212E0,6.442911383E0
2.486374600E1,-2.980769873E0,-1.687773466E0,-5.482545853E0,6.464663745E0
2.486620723E1,-3.103836298E0,-1.642961979E0,-5.528539181E0,6.549646502E0
2.486867085E1,-3.229940176E0,-1.555204868E0,-5.577630997E0,6.630319997E0
2.487113207E1,-3.343682051E0,-1.480476618E0,-5.632596493E0,6.715516653E0
2.487359569E1,-3.504336357E0,-1.358413935E0,-5.733956337E0,6.855940271E0
2.487605692E1,-3.651880026E0,-1.288911819E0,-5.803878784E0,6.977286747E0
2.487852053E1,-3.802677155E0,-1.181950092E0,-5.889911175E0,7.109740727E0
2.488098176E1,-3.941998482E0,-1.134480715E0,-5.975690365E0,7.248122092E0
2.488344537E1,-4.092632294E0,-1.043251514E0,-6.047503948E0,7.376334918E0
2.488590660E1,-4.213587284E0,-9.959318638E-1,-6.059286118E0,7.447224069E0
2.488837021E1,-4.353240967E0,-8.928065300E-1,-6.027054787E0,7.488204045E0
2.489083144E1,-4.453454971E0,-7.806434631E-1,-5.945758820E0,7.469585888E0
2.489329506E1,-4.633494854E0,-6.746644974E-1,-5.905439377E0,7.536488637E0
2.489575627E1,-4.732762337E0,-6.349477768E-1,-5.775161743E0,7.493643385E0
2.489821989E1,-4.802183151E0,-5.410661697E-1,-5.594675064E0,7.392841449E0
2.490068112E1,-4.950066090E0,-5.227007866E-1,-5.376110077E0,7.326590610E0
2.490314473E1,-5.099255085E0,-5.048034191E-1,-5.185264111E0,7.290006366E0
2.490560589E1,-5.210091114E0,-5.505783558E-1,-4.986769199E0,7.232983685E0
2.490806958E1,-5.273625851E0,-6.148016453E-1,-4.847361565E0,7.189299327E0
2.491053074E1,-5.346007347E0,-7.333948612E-1,-4.704940796E0,7.159199010E0
2.491299443E1,-5.391784668E0,-7.864329815E-1,-4.585625172E0,7.121641451E0
2.491545558E1,-5.413025856E0,-8.816301823E-1,-4.470337391E0,7.075453136E0
2.491791920E1,-5.482443333E0,-8.846499920E-1,-4.440774918E0,7.110574687E0
2.492038042E1,-5.502507210E0,-8.979258537E-1,-4.409661293E0,7.108373172E0
2.492284403E1,-5.511438370E0,-9.054572582E-1,-4.355616093E0,7.082880579E0
2.492530526E1,-5.450450420E0,-9.096174240E-1,-4.336380959E0,7.024173507E0
2.492776888E1,-5.370069504E0,-9.037265778E-1,-4.348909855E0,6.969030430E0
2.493023011E1,-5.228909969E0,-9.866089821E-1,-4.336792946E0,6.864595385E0
2.493269371E1,-5.067098618E0,-9.835510254E-1,-4.303916931E0,6.720607262E0
2.493515494E1,-4.946076870E0,-1.087079048E0,-4.202936649E0,6.581040475E0
2.493761855E1,-4.817642689E0,-1.120846987E0,-4.069181442E0,6.405014961E0
2.494007978E1,-4.749499321E0,-1.158958077E0,-3.897346497E0,6.252218593E0
2.494254340E1,-4.707838535E0,-1.107345462E0,-3.713822365E0,6.097740090E0
2.494500462E1,-4.719609261E0,-1.052431226E0,-3.552802563E0,6.000394079E0
2.494746823E1,-4.728147507E0,-9.355540276E-1,-3.460361958E0,5.933358666E0
2.494992946E1,-4.747737408E0,-8.430426121E-1,-3.343330383E0,5.867673252E0
2.495239308E1,-4.719358921E0,-6.815037727E-1,-3.286684990E0,5.791294695E0
2.495485431E1,-4.715306759E0,-5.796492100E-1,-3.257313251E0,5.760225747E0
2.495731794E1,-4.726072311E0,-4.261655807E-1,-3.286239624E0,5.772066135E0
2.495977917E1,-4.723540306E0,-3.520531654E-1,-3.311815262E0,5.779610262E0
2.496224279E1,-4.706549644E0,-2.052867413E-1,-3.347350121E0,5.779143970E0
2.496470394E1,-4.758184433E0,-1.688938141E-1,-3.353649616E0,5.823728185E0
2.496716763E1,-4.819905758E0,-4.985213280E-2,-3.368267059E0,5.880408126E0
2.496962882E1,-4.946493149E0,-1.550841331E-2,-3.310188293E0,5.951922506E0
2.497209251E1,-5.103980064E0,1.165819168E-1,-3.218677521E0,6.035237263E0
2.497455367E1,-5.225850105E0,1.496760845E-1,-3.072806358E0,6.064161209E0
2.497701728E1,-5.388663769E0,2.651202679E-1,-2.949745655E0,6.148901154E0
2.497947851E1,-5.475472927E0,2.582914829E-1,-2.807199478E0,6.158562103E0
2.498194212E1,-5.486951828E0,2.196464539E-1,-2.693771839E0,6.116477062E0
2.498440335E1,-5.436257839E0,8.341121674E-2,-2.517485142E0,5.991459602E0
2.498686697E1,-5.362436771E0,3.404808044E-2,-2.309381962E0,5.838675573E0
2.498932820E1,-5.251783848E0,-1.231660843E-1,-2.063092232E0,5.643824326E0
2.499179182E1,-5.073310375E0,-1.568322182E-1,-1.805318832E0,5.387230327E0
2.499425306E1,-5.029965878E0,-2.508749962E-1,-1.520512104E0,5.260746340E0
2.499671667E1,-5.058149815E0,-2.642152309E-1,-1.225926399E0,5.211293963E0
2.499917790E1,-5.075268745E0,-4.436048269E-1,-9.307641983E-1,5.178943915E0
2.500164152E1,-5.033211708E0,-5.748761892E-1,-7.062845230E-1,5.114933094E0
2.500410275E1,-5.002736568E0,-7.543963194E-1,-4.893503189E-1,5.082907703E0
2.500656637E1,-4.999131680E0,-8.626136780E-1,-3.193225861E-1,5.083048969E0
2.500902760E1,-5.003497601E0,-1.044354558E0,-1.052036285E-1,5.112409655E0
2.501149122E1,-5.011755943E0,-1.169786811E0,1.550340652E-1,5.148799314E0
2.501395245E1,-5.003342628E0,-1.324678898E0,4.566507339E-1,5.195838867E0
2.501641607E1,-4.978674412E0,-1.435491681E0,7.182493210E-1,5.231034061E0
2.501887728E1,-4.941613197E0,-1.552608490E0,9.765348434E-1,5.271029730E0
2.502134090E1,-4.895254135E0,-1.537636518E0,1.205520630E0,5.270779743E0
2.502380213E1,-4.874623299E0,-1.581403732E0,1.373737335E0,5.305652112E0
2.502626574E1,-4.874799728E0,-1.529907823E0,1.541319847E0,5.336661616E0
2.502872690E1,-4.880956173E0,-1.545346022E0,1.723475456E0,5.402054714E0
2.503119060E1,-4.937220573E0,-1.457697868E0,1.898337364E0,5.486776359E0
2.503365176E1,-4.986522675E0,-1.427710056E0,2.001626015E0,5.559700630E0
2.503611545E1,-5.089634895E0,-1.376801252E0,2.027811050E0,5.649069190E0
2.503857660E1,-5.197112083E0,-1.364029884E0,2.014162064E0,5.738240179E0
2.504104022E1,-5.279258251E0,-1.346854806E0,1.956478119E0,5.788988874E0
2.504350146E1,-5.350428104E0,-1.413076997E0,1.901774406E0,5.851547948E0
2.504596508E1,-5.438467503E0,-1.451265574E0,1.798751831E0,5.909196958E0
2.504842631E1,-5.594764233E0,-1.467243552E0,1.634182930E0,6.010386369E0
2.505088992E1,-5.759496212E0,-1.459397912E0,1.435737610E0,6.112526594E0
2.505335115E1,-5.921536446E0,-1.480342269E0,1.238315582E0,6.228116296E0
2.505581476E1,-6.110523224E0,-1.458883882E0,1.018270493E0,6.364252591E0
2.505824728E1,-6.243335247E0,-1.447971582E0,8.294439316E-1,6.462494406E0
2.506067984E1,-6.437285423E0,-1.503021598E0,6.933946609E-1,6.646691937E0
2.506320083E1,-6.583389282E0,-1.604727626E0,5.881700516E-1,6.801625482E0
2.506566445E1,-6.686086655E0,-1.644103527E0,5.153818130E-1,6.904523849E0
2.506812568E1,-6.750958920E0,-1.762568593E0,4.871273041E-1,6.994239586E0
2.507058930E1,-6.865081787E0,-1.869887114E0,4.670171738E-1,7.130493027E0
2.507305053E1,-6.903408527E0,-2.022128344E0,4.607725143E-1,7.208215011E0
2.507551414E1,-6.897868633E0,-2.126099110E0,4.850196838E-1,7.234371652E0
2.507797537E1,-6.898928165E0,-2.296124935E0,6.106796265E-1,7.296597094E0
2.508043899E1,-6.886842728E0,-2.449774265E0,7.768659592E-1,7.350749446E0
2.508290023E1,-6.850527763E0,-2.629862070E0,9.985132217E-1,7.405601515E0
2.508536385E1,-6.793576241E0,-2.772965908E0,1.297494888E0,7.451544206E0
2.508782508E1,-6.637354851E0,-2.917364120E0,1.678859711E0,7.442046947E0
2.509028870E1,-6.504409313E0,-3.042479277E0,2.099844933E0,7.481535230E0
2.509274985E1,-6.260009766E0,-3.147309780E0,2.584104538E0,7.467990184E0
2.509521355E1,-5.996807098E0,-3.176819801E0,3.073499680E0,7.449850985E0
2.509767470E1,-5.727060318E0,-3.205219746E0,3.540707588E0,7.457161908E0
2.510013839E1,-5.505178452E0,-3.173907518E0,3.975028992E0,7.495434224E0
2.510259955E1,-5.264324188E0,-3.156713724E0,4.378134727E0,7.539629592E0
2.510506316E1,-5.092497826E0,-3.124631405E0,4.744113922E0,7.629120030E0
2.510752441E1,-4.920243263E0,-3.180654526E0,5.084039688E0,7.757113931E0
2.510998802E1,-4.833302498E0,-3.125402689E0,5.342876434E0,7.853361293E0
2.511244925E1,-4.797609329E0,-3.155879021E0,5.617843628E0,8.033479613E0
2.511491287E1,-4.835135460E0,-3.117636681E0,5.827687263E0,8.189025109E0
2.511737410E1,-4.824529171E0,-3.133139849E0,5.992705345E0,8.306934717E0
2.511983773E1,-4.848933220E0,-3.112490654E0,6.155306816E0,8.431343514E0
2.512229896E1,-4.759378433E0,-3.121170521E0,6.196272850E0,8.413512092E0
2.512476258E1,-4.653663635E0,-3.103959560E0,6.158731461E0,8.319923280E0
2.512722380E1,-4.511159897E0,-3.057550430E0,6.119746208E0,8.194539151E0
2.512968742E1,-4.367617130E0,-3.005951405E0,6.092658043E0,8.076651860E0
2.513214867E1,-4.230070114E0,-2.937463760E0,6.034618378E0,7.933398104E0
2.513461229E1,-4.108089447E0,-2.834938049E0,5.989000320E0,7.796242524E0
2.513707352E1,-3.920632839E0,-2.764507532E0,5.991106987E0,7.675104344E0
2.513953713E1,-3.808870792E0,-2.690224648E0,6.024036407E0,7.617993174E0
2.514199836E1,-3.625568867E0,-2.642786026E0,6.064987183E0,7.544079607E0
2.514446200E1,-3.489420891E0,-2.566679955E0,6.110691071E0,7.490290348E0
2.514692323E1,-3.373117924E0,-2.558276653E0,6.137685776E0,7.456131077E0
2.514938684E1,-3.296622753E0,-2.509353638E0,6.135915756E0,7.403650412E0
2.515184808E1,-3.235395670E0,-2.531989574E0,6.114908218E0,7.366875787E0
2.515431169E1,-3.199791431E0,-2.553345442E0,6.070917130E0,7.322176790E0
2.515677283E1,-3.172579050E0,-2.661969662E0,5.986903191E0,7.279721844E0
2.515923653E1,-3.143609047E0,-2.752321482E0,5.883396149E0,7.216086309E0
2.516169768E1,-3.106267929E0,-2.860593319E0,5.749424934E0,7.133567246E0
2.516416130E1,-3.070234537E0,-2.988066912E0,5.680489540E0,7.114973324E0
2.516662253E1,-3.010825157E0,-3.108141899E0,5.606510162E0,7.082271556E0
2.516908614E1,-2.965240955E0,-3.234831810E0,5.569018364E0,7.090187325E0
2.517154737E1,-2.901983976E0,-3.338733912E0,5.591028214E0,7.129393496E0
2.517401099E1,-2.861270666E0,-3.390583992E0,5.658820152E0,7.190631067E0
2.517647222E1,-2.764112234E0,-3.441742659E0,5.783727646E0,7.275810227E0
2.517893584E1,-2.658253193E0,-3.442526579E0,5.992745399E0,7.404748254E0
2.518139705E1,-2.571222305E0,-3.442890167E0,6.194752693E0,7.539206707E0
2.518386067E1,-2.436726332E0,-3.390907288E0,6.458847046E0,7.691072267E0
2.518632190E1,-2.306144238E0,-3.403368950E0,6.741853714E0,7.896443057E0
2.518878551E1,-2.134775639E0,-3.382005930E0,7.004084587E0,8.065508790E0
2.519124674E1,-1.935271978E0,-3.377715111E0,7.284090996E0,8.259068872E0
2.519371035E1,-1.689038396E0,-3.363308907E0,7.508328438E0,8.398791189E0
2.519617159E1,-1.451782942E0,-3.317151546E0,7.695329666E0,8.504661473E0
2.519863520E1,-1.171058893E0,-3.223258018E0,7.917345047E0,8.628158771E0
2.520109643E1,-8.450539112E-1,-3.155207634E0,8.156393051E0,8.786136747E0
2.520356005E1,-5.051665902E-1,-3.063186646E0,8.344362259E0,8.903184106E0
2.520602127E1,-1.292513609E-1,-2.974266291E0,8.555204391E0,9.058393238E0
2.520848488E1,2.384596467E-1,-2.856577873E0,8.712139130E0,9.171601189E0
2.521094611E1,5.902141333E-1,-2.802859783E0,8.873025894E0,9.323892117E0
2.521340973E1,8.919228911E-1,-2.732651234E0,9.031791687E0,9.478194463E0
2.521587088E1,1.132581472E0,-2.655924082E0,9.189676285E0,9.632591746E0
2.521833458E1,1.301966667E0,-2.587913990E0,9.344349861E0,9.783112508E0
2.522079574E1,1.411645889E0,-2.536309242E0,9.482286453E0,9.916620648E0
2.522325935E1,1.474117994E0,-2.456631184E0,9.589030266E0,1.000787500E1
2.522572058E1,1.549591660E0,-2.438976288E0,9.692021370E0,1.011361053E1
2.522818428E1,1.612425089E0,-2.395133495E0,9.779898643E0,1.019720533E1
2.523064542E1,1.677094698E0,-2.411708355E0,9.875842094E0,1.030345772E1
2.523310904E1,1.779264688E0,-2.455245495E0,9.994000435E0,1.044385264E1
2.523557027E1,1.921767712E0,-2.497636318E0,1.010194302E1,1.058209011E1
2.523803388E1,1.968656778E0,-2.504098654E0,1.016655922E1,1.065387469E1
2.524049511E1,2.004206896E0,-2.462656975E0,1.020445251E1,1.068701903E1
2.524295872E1,2.021572113E0,-2.414296865E0,1.017325020E1,1.064944143E1
2.524541995E1,2.042103767E0,-2.362807274E0,1.010629177E1,1.057781543E1
2.524788356E1,2.027369261E0,-2.318661690E0,9.984376907E0,1.044864586E1
2.525034479E1,2.079968929E0,-2.323249817E0,9.895366669E0,1.037506829E1
2.525280841E1,2.136444330E0,-2.319724083E0,9.775301933E0,1.027141870E1
2.525526965E1,2.132040977E0,-2.372393370E0,9.615805626E0,1.013102003E1
2.525770337E1,2.159050226E0,-2.392282009E0,9.562316895E0,1.009070936E1
2.526013711E1,2.188150167E0,-2.399182081E0,9.471265793E0,1.001243984E1
2.526265811E1,2.244091511E0,-2.414924622E0,9.373990059E0,9.936774993E0
2.526511934E1,2.288469315E0,-2.414303541E0,9.322914124E0,9.898620164E0
2.526758295E1,2.325107336E0,-2.427167892E0,9.272644997E0,9.863022525E0
2.527004418E1,2.422388554E0,-2.438521385E0,9.221561432E0,9.841318412E0
2.527250779E1,2.549386978E0,-2.464747906E0,9.149745941E0,9.812859267E0
2.527496895E1,2.684689283E0,-2.445027351E0,9.101651192E0,9.799273938E0
2.527743264E1,2.794045210E0,-2.445602417E0,9.025048256E0,9.759055069E0
2.527989379E1,2.934219599E0,-2.411918402E0,8.998993874E0,9.767747221E0
2.528235748E1,3.027354717E0,-2.460280895E0,8.932762146E0,9.747414951E0
2.528481864E1,3.177495956E0,-2.469608545E0,8.869646072E0,9.739921374E0
2.528728225E1,3.344871998E0,-2.501760006E0,8.839704514E0,9.776878218E0
2.528974348E1,3.528816223E0,-2.530108690E0,8.784525871E0,9.799075911E0
2.529220708E1,3.718113899E0,-2.506188393E0,8.691884041E0,9.780296489E0
2.529466832E1,3.914973736E0,-2.457422733E0,8.610739708E0,9.772961893E0
2.529713193E1,4.145614624E0,-2.390265703E0,8.535413742E0,9.785334869E0
2.529959316E1,4.299296856E0,-2.214488268E0,8.489356995E0,9.770214631E0
2.530205678E1,4.535857201E0,-2.176110029E0,8.352505684E0,9.750579809E0
2.530451799E1,4.759389877E0,-2.190342426E0,8.201274872E0,9.731921777E0
2.530698161E1,4.934032917E0,-2.259274960E0,8.112886429E0,9.760529206E0
2.530944284E1,5.068490505E0,-2.294452667E0,8.045636177E0,9.781941041E0
2.531190646E1,5.177843094E0,-2.316399336E0,7.930770874E0,9.750532890E0
2.531436769E1,5.219168663E0,-2.272484303E0,7.836647034E0,9.685914679E0
2.531683129E1,5.261174679E0,-2.264575005E0,7.728325844E0,9.619525939E0
2.531929252E1,5.316315651E0,-2.206673622E0,7.629078865E0,9.556958978E0
2.532175613E1,5.364374638E0,-2.243787527E0,7.544251442E0,9.525063125E0
2.532421736E1,5.405294895E0,-2.237876415E0,7.458030701E0,9.478793472E0
2.532668098E1,5.495513916E0,-2.254004002E0,7.349680901E0,9.449815690E0
2.532914220E1,5.563402176E0,-2.228981018E0,7.218428612E0,9.382191203E0
2.533160582E1,5.683568478E0,-2.243911743E0,7.098452568E0,9.366222259E0
2.533406705E1,5.787097454E0,-2.204734802E0,6.980066299E0,9.331274191E0
2.533653066E1,5.905477524E0,-2.245219231E0,6.899541855E0,9.355177817E0
2.533899182E1,6.007947922E0,-2.217098713E0,6.827177048E0,9.360625587E0
2.534145551E1,6.132380486E0,-2.276077032E0,6.760740280E0,9.407136983E0
2.534391666E1,6.232736111E0,-2.276843548E0,6.669440269E0,9.408105520E0
2.534638028E1,6.307688236E0,-2.277053833E0,6.567346573E0,9.386263690E0
2.534884151E1,6.405725479E0,-2.261859417E0,6.449007034E0,9.366910839E0
2.535130512E1,6.486865997E0,-2.280850410E0,6.333423615E0,9.348473872E0
2.535376636E1,6.562601566E0,-2.212498665E0,6.207992554E0,9.300648429E0
2.535622998E1,6.671368599E0,-2.242617130E0,6.025948524E0,9.265449055E0
2.535869121E1,6.768753529E0,-2.198153973E0,5.840449333E0,9.206451740E0
2.536115482E1,6.918162823E0,-2.185569525E0,5.695219994E0,9.223514610E0
2.536361606E1,7.065073967E0,-2.136089325E0,5.500505447E0,9.205091414E0
2.536607966E1,7.254898071E0,-2.187639475E0,5.299991608E0,9.247119743E0
2.536854089E1,7.425404072E0,-2.154984713E0,5.081187248E0,9.251975389E0
2.537100451E1,7.636351585E0,-2.169609547E0,4.836322784E0,9.295756516E0
2.537346574E1,7.832016468E0,-2.139808178E0,4.541500092E0,9.302928790E0
2.537592935E1,8.014832497E0,-2.154051781E0,4.275037766E0,9.335599976E0
2.537839059E1,8.234719276E0,-2.128168583E0,4.032139778E0,9.412643320E0
2.538085421E1,8.490816116E0,-2.184149027E0,3.781347275E0,9.547934463E0
2.538331544E1,8.737758636E0,-2.165195227E0,3.523174286E0,9.666915403E0
2.538577905E1,8.970012665E0,-2.251969337E0,3.272752762E0,9.810372253E0
2.538824028E1,9.172178268E0,-2.273796082E0,3.044595718E0,9.928170320E0
2.539070389E1,9.310712814E0,-2.328575850E0,2.858279228E0,1.001406005E1
2.539316512E1,9.407190323E0,-2.314277172E0,2.700962067E0,1.005715192E1
2.539562874E1,9.475763321E0,-2.394376755E0,2.610805511E0,1.011629557E1
2.539808997E1,9.502923012E0,-2.387019157E0,2.557516098E0,1.012641569E1
2.540055358E1,9.538547516E0,-2.472717285E0,2.572634697E0,1.018413810E1
2.540301475E1,9.515776634E0,-2.486126661E0,2.573165894E0,1.016621923E1
2.540547844E1,9.469057083E0,-2.542165041E0,2.579893112E0,1.013812081E1
2.540793960E1,9.400072098E0,-2.539546490E0,2.573309898E0,1.007137407E1
2.541040322E1,9.289064407E0,-2.583808422E0,2.566617012E0,9.977489986E0
2.541286444E1,9.152758598E0,-2.531054020E0,2.536078453E0,9.829085325E0
2.541562043E1,9.003536224E0,-2.786517143E0,2.528320312E0,9.758111802E0
2.541837619E1,8.819486618E0,-2.767616987E0,2.408319473E0,9.552122836E0
2.542113195E1,8.673536301E0,-2.774517059E0,2.293270111E0,9.390807456E0
2.542388770E1,8.570486069E0,-2.779617071E0,2.200269699E0,9.274733919E0
2.542664346E1,8.560585976E0,-2.879517078E0,2.042320251E0,9.259931040E0
2.542939922E1,8.543486595E0,-2.882517099E0,1.848219872E0,9.204128678E0
2.543215497E1,8.541536331E0,-2.944617033E0,1.659219742E0,9.185947013E0
2.543256382E1,8.536678314E0,-2.946402311E0,1.462421417E0,9.148488379E0
2.543502744E1,8.540998459E0,-2.960433006E0,1.272220612E0,9.128601401E0
2.543748867E1,8.494785309E0,-2.923778534E0,1.082075119E0,9.048797982E0
2.543995228E1,8.456288338E0,-2.945438862E0,9.226541519E-1,9.001983849E0
2.544241353E1,8.417361259E0,-2.895894766E0,7.438640594E-1,8.932609406E0
2.544487714E1,8.388048172E0,-2.905794621E0,5.846920013E-1,8.896339655E0
2.544733837E1,8.342853546E0,-2.881519318E0,4.274063110E-1,8.836800044E0
2.544980199E1,8.355999947E0,-2.870426416E0,2.754011154E-1,8.839566092E0
2.545226322E1,8.332771301E0,-2.845107079E0,4.742336273E-2,8.805223496E0
2.545472685E1,8.336300850E0,-2.881103992E0,-1.810493469E-1,8.821986791E0
2.545715933E1,8.359154701E0,-2.907943964E0,-3.980150223E-1,8.859459429E0
2.545959185E1,8.405203819E0,-2.868943930E0,-6.279649734E-1,8.903517873E0
2.546211285E1,8.369071960E0,-2.803195715E0,-8.396492004E-1,8.865905621E0
2.546457647E1,8.342698097E0,-2.815092802E0,-1.065248489E0,8.869053691E0
2.546703770E1,8.285012245E0,-2.740547419E0,-1.286090851E0,8.820774214E0
2.546950132E1,8.256697655E0,-2.789360046E0,-1.480521679E0,8.839996045E0
2.547196255E1,8.237470627E0,-2.719821453E0,-1.685197353E0,8.837038032E0
2.547442617E1,8.213377953E0,-2.748501539E0,-1.834546089E0,8.853213962E0
2.547688740E1,8.178226471E0,-2.735072613E0,-2.015887737E0,8.855947932E0
2.547935103E1,8.143697739E0,-2.811094522E0,-2.134958744E0,8.875816250E0
2.548181226E1,8.074027061E0,-2.797535658E0,-2.242169857E0,8.834220080E0
2.548427587E1,7.931484699E0,-2.831834316E0,-2.327849865E0,8.737655299E0
2.548673710E1,7.757704735E0,-2.836860895E0,-2.421859741E0,8.607854965E0
2.548920072E1,7.519838333E0,-2.864341736E0,-2.497363091E0,8.425511530E0
2.549166194E1,7.223760128E0,-2.782387018E0,-2.554724693E0,8.151748657E0
2.549412556E1,6.843438148E0,-2.732695103E0,-2.594482899E0,7.812273019E0
2.549658678E1,6.552090645E0,-2.656645775E0,-2.645571232E0,7.548953950E0
2.549905040E1,6.319429398E0,-2.665951729E0,-2.675679207E0,7.362183491E0
2.550151163E1,6.081614494E0,-2.569411516E0,-2.681951523E0,7.126063034E0
2.550397527E1,5.858591080E0,-2.568870068E0,-2.656655312E0,6.926759726E0
2.550643650E1,5.666427612E0,-2.486454487E0,-2.651809216E0,6.732232164E0
2.550890012E1,5.481698990E0,-2.508826971E0,-2.659502029E0,6.589096116E0
2.551136135E1,5.312000275E0,-2.445151329E0,-2.724383354E0,6.451230627E0
2.551382496E1,5.138782024E0,-2.492774487E0,-2.793276310E0,6.357939751E0
2.551628621E1,5.044500828E0,-2.449208021E0,-2.867102623E0,6.298085898E0
2.551874982E1,4.900730133E0,-2.487236261E0,-2.949463367E0,6.237213658E0
2.552121098E1,4.767253399E0,-2.458057404E0,-3.071159840E0,6.180677465E0
2.552367459E1,4.638936996E0,-2.465254307E0,-3.199078560E0,6.150716941E0
2.552613582E1,4.556015015E0,-2.444905281E0,-3.359745502E0,6.166256927E0
2.552859945E1,4.449074745E0,-2.458138943E0,-3.506227493E0,6.174977278E0
2.553106068E1,4.362975121E0,-2.420026541E0,-3.710975170E0,6.217991402E0
2.553352430E1,4.282245636E0,-2.465428591E0,-3.867403984E0,6.274773255E0
2.553598553E1,4.191586494E0,-2.471940041E0,-4.056145668E0,6.334998231E0
2.553844915E1,4.085006714E0,-2.502671242E0,-4.195713043E0,6.368253382E0
2.554091038E1,3.972145319E0,-2.511583328E0,-4.353451729E0,6.406132312E0
2.554337400E1,3.895123243E0,-2.568060398E0,-4.426179886E0,6.431017623E0
2.554583523E1,3.843019962E0,-2.605134726E0,-4.495017052E0,6.462252522E0
2.554829884E1,3.783153057E0,-2.690921783E0,-4.554028034E0,6.503266751E0
2.555076007E1,3.702706814E0,-2.673201084E0,-4.605800152E0,6.486095653E0
2.555322368E1,3.629441977E0,-2.740267277E0,-4.621957779E0,6.484165908E0
2.555568491E1,3.649113655E0,-2.708646059E0,-4.656938553E0,6.506909453E0
2.555814853E1,3.609808683E0,-2.746252060E0,-4.668129921E0,6.508767630E0
2.556060976E1,3.610701561E0,-2.728465557E0,-4.678063393E0,6.508914438E0
2.556307337E1,3.551032782E0,-2.751744986E0,-4.633393288E0,6.453701856E0
2.556553459E1,3.500043869E0,-2.694110394E0,-4.628327847E0,6.397652425E0
2.556799820E1,3.412204742E0,-2.740149498E0,-4.615739346E0,6.360551091E0
2.557045944E1,3.342452049E0,-2.732476950E0,-4.588655472E0,6.300331342E0
2.557292305E1,3.207000732E0,-2.780825853E0,-4.580887318E0,6.245188127E0
2.557538420E1,3.101881027E0,-2.809200764E0,-4.616845608E0,6.231254946E0
2.557784790E1,3.019577503E0,-2.859019756E0,-4.665771484E0,6.249901264E0
2.558030905E1,2.938715458E0,-2.872498989E0,-4.789638042E0,6.310937455E0
2.558277267E1,2.858259678E0,-2.926704407E0,-4.876226902E0,6.364969432E0
2.558523390E1,2.788359642E0,-2.929704428E0,-5.015127182E0,6.442795836E0
2.558769751E1,2.682039738E0,-2.947813272E0,-5.159289360E0,6.519294973E0
2.559015874E1,2.581038952E0,-2.920593262E0,-5.331292152E0,6.604112589E0
2.559262236E1,2.494154930E0,-2.954811573E0,-5.508216858E0,6.729946003E0
2.559508359E1,2.409330606E0,-2.949739456E0,-5.726112366E0,6.877077843E0
2.559754720E1,2.323674679E0,-3.001488209E0,-5.965159893E0,7.070468728E0
2.560000844E1,2.275051117E0,-3.009383440E0,-6.188001633E0,7.247317468E0
2.560247206E1,2.196728706E0,-3.055752277E0,-6.384456635E0,7.411108251E0
2.560493329E1,2.149136066E0,-3.084832668E0,-6.578350544E0,7.576917203E0
2.560739691E1,2.035266876E0,-3.089667082E0,-6.711747646E0,7.663935699E0
2.560985814E1,1.934980512E0,-3.053675175E0,-6.814741135E0,7.714258123E0
2.561232175E1,1.815655231E0,-3.057157040E0,-6.877686977E0,7.742440910E0
2.561478297E1,1.676303267E0,-2.990131378E0,-6.944684505E0,7.744644678E0
2.561724658E1,1.490897536E0,-2.954506874E0,-6.956438541E0,7.703500731E0
2.561970782E1,1.354764938E0,-2.885544538E0,-6.958488941E0,7.653909045E0
2.562217143E1,1.195919394E0,-2.853555679E0,-6.917562485E0,7.577972944E0
2.562463266E1,1.092678666E0,-2.829594612E0,-6.896517754E0,7.534089823E0
2.562709628E1,9.928975105E-1,-2.824440002E0,-6.807809830E0,7.437041177E0
2.562955751E1,8.757281303E-1,-2.829421043E0,-6.680871010E0,7.307979245E0
2.563202112E1,7.623183727E-1,-2.841200352E0,-6.558431625E0,7.187946447E0
2.563448235E1,6.502655745E-1,-2.860266447E0,-6.388450623E0,7.029670748E0
